artista,track,playcount,listeners
Ojete Calor,Extremismo Mal,8200,1883
Ojete Calor,ojete calor,6615,1874
Ojete Calor,Gente Que Imita Mal Los Acentos,9096,1839
Ojete Calor,Me Queda Bien Lo Que Me Pongo,6228,1758
Ojete Calor,La Gente Mala,5393,1597
Ojete Calor,Se Tiene Que Ir Ya,4292,1427
Ojete Calor,Madrid-Bilbao-Bollo,4629,1407
Ojete Calor,Fin De Curso,5075,1396
Ojete Calor,Subnopop,3465,1277
Ojete Calor,Rigodón,3667,1232
Ojete Calor,chasca,3685,1131
Ojete Calor,La Gente Extranjera (People Are Strange),3455,1065
Ojete Calor,Ismos,3049,1062
Ojete Calor,Musicote Including Paraíso,2550,978
Ojete Calor,viva el progreso,3005,959
Ojete Calor,Amiga En Las Estrellas,3084,947
Ojete Calor,Tradiciones Americanas,2897,922
Ojete Calor,Ultrapreñada,2201,842
Ojete Calor,Politica,2242,838
Ojete Calor,La Niña De Suramérica,2440,836
Ojete Calor,Ciencia Ficcion,2121,827
Ojete Calor,La Más Guapa (feat. Las Cheerlerdas),2669,825
Ojete Calor,Collar Fular,2741,755
Ojete Calor,0'60,1206,292
Ojete Calor,Ojete Calor - Nexus6 Remix,466,263
Ojete Calor,Agapimú,716,185
Ojete Calor,política,591,151
Ojete Calor,Opino De Que - Power-Monguer / The Groove Mix,233,126
Ojete Calor,Vintage - Peor Que La Original / Don Fluor Y José Morata Remix,221,121
Ojete Calor,"Cuidado con El Cyborg (Corre, Sarah Connor)",685,111
Ojete Calor,Ciencia-ficción,349,80
Ojete Calor,0.60,257,76
Ojete Calor,Agapimú ft. Ana Belén,174,74
Ojete Calor,corre Sarah Connor,169,48
Ojete Calor,Ciencia ficción,155,46
Ojete Calor,Tonta Gilipo,222,37
Ojete Calor,Lucía Te Lo Explica,72,32
Ojete Calor,Me queda todo bien,127,30
Rata Blanca,Mujer Amante,841440,119286
Rata Blanca,La Leyenda Del Hada y El Mago,477343,76207
Rata Blanca,Aún Estás En Mis Sueños,245127,37285
Rata Blanca,Talismán,130030,19610
Rata Blanca,Volviendo a casa,88963,18822
Rata Blanca,Ella,98925,16923
Rata Blanca,Preludio Obsesivo,60619,15928
Rata Blanca,El Reino Olvidado,93335,15774
Rata Blanca,El Sueño De La Gitana,65557,14686
Rata Blanca,El Beso De La Bruja,58896,14177
Rata Blanca,Mujer Amante - vivo,56462,12823
Rata Blanca,Haz Tu Jugada,35486,10821
Rata Blanca,La Leyenda del Hada y el Mago - Vivo,58969,10508
Rata Blanca,Guerrero del arco Iris,44970,9494
Rata Blanca,Otoño Medieval,35844,9029
Rata Blanca,La Llave De La Puerta Secreta,45271,8066
Rata Blanca,Chico Callejero,31577,7519
Rata Blanca,El Camino Del Sol,26489,7428
Rata Blanca,Solo para amarte,37053,6885
Rata Blanca,El Círculo De Fuego,39321,6790
Rata Blanca,La Canción del Guerrero,22692,6755
Rata Blanca,Dias Duros,22900,6692
Rata Blanca,La Otra Cara De La Moneda,27716,5604
Rata Blanca,Días duros,13983,5407
Rata Blanca,Caballo Salvaje,14907,5387
Rata Blanca,Por Que Es Tan Dificil Amar,19980,5348
Rata Blanca,Sólo Para Amarte,23751,5205
Rata Blanca,En nombre de Dios?,14471,5004
Rata Blanca,Bajo El Poder Del Sol,22319,4946
Rata Blanca,Noche sin sueños,23015,4779
Rata Blanca,Mujer Amante (versión acústica),21219,4758
Rata Blanca,Noches sin sueño,17937,4675
Rata Blanca,Sinfonía Fantástica,13706,4398
Rata Blanca,Blues,20065,4363
Rata Blanca,Cuando la luz oscurece,21758,4353
Rata Blanca,Abeja Reina,19430,4018
Rata Blanca,Diario De Una Sombra,17311,4014
Rata Blanca,EL SUEÑODE LA GITANA,22884,4011
Rata Blanca,La Misma Mujer,14988,3993
Rata Blanca,El amo del camino,17809,3869
Rata Blanca,Aun estas en mis sueños,27083,3819
Rata Blanca,Intro,14371,3659
Rata Blanca,Rompe El Hechizo,13637,3579
Rata Blanca,Mamma,14192,3439
Rata Blanca,Gente Del Sur,11281,3409
Rata Blanca,Hombre de Hielo,12599,3291
Rata Blanca,Indigo,12783,3226
Rata Blanca,Si Eres Hijo Del Rock,12505,3187
Rata Blanca,Guitarra Española,13025,3183
Rata Blanca,Sin Tu Amor Nada Existe,11843,3048
Vetusta Morla,Copenhague,620131,62902
Vetusta Morla,Valiente,585507,57221
Vetusta Morla,Sálvese Quien Pueda,313627,38911
Vetusta Morla,Maldita Dulzura,328330,38802
Vetusta Morla,La marea,318202,33812
Vetusta Morla,Al respirar,345371,33572
Vetusta Morla,Un día en el mundo,275922,32902
Vetusta Morla,Los Días Raros,280272,31640
Vetusta Morla,Pequeño desastre animal,236811,27502
Vetusta Morla,Año Nuevo,249091,27471
Vetusta Morla,Rey Sol,237503,27357
Vetusta Morla,Saharabbey Road,186850,25661
Vetusta Morla,La Deriva,198156,24767
Vetusta Morla,La cuadratura del círculo,189552,24521
Vetusta Morla,Autocrítica,170099,23643
Vetusta Morla,Cuarteles de Invierno,205099,22639
Vetusta Morla,Lo que te Hace Grande,170762,22090
Vetusta Morla,Boca en la Tierra,152937,18242
Vetusta Morla,Los Buenos,113585,17955
Vetusta Morla,23 de Junio,171171,17894
Vetusta Morla,El Hombre del Saco,135303,17534
Vetusta Morla,Fuego,150494,17532
Vetusta Morla,Golpe Maestro,150421,17394
Vetusta Morla,Copenhage,200720,17067
Vetusta Morla,Baldosas amarillas,118684,15721
Vetusta Morla,Los Ríos De Alice,47806,15620
Vetusta Morla,Mapas,109510,15369
Vetusta Morla,Cenas Ajenas,91340,13590
Vetusta Morla,Canción de Vuelta,87063,13341
Vetusta Morla,Marea Baja,34353,12682
Vetusta Morla,¡alto!,74018,12595
Vetusta Morla,Escudo Humano,84751,12479
Vetusta Morla,En el río,90213,12080
Vetusta Morla,Consejo de Sabios,109163,11880
Vetusta Morla,La Mosca en Tu Pared,87602,11609
Vetusta Morla,Un dia en el mundo,118872,11570
Vetusta Morla,Salvese Quien Pueda,121509,11528
Vetusta Morla,Sharabbey Road,107281,11509
Vetusta Morla,Una Sonata Fantasma,60198,11432
Vetusta Morla,Mi Suerte,70542,11359
Vetusta Morla,Finisterre,106115,11041
Vetusta Morla,Fiesta Mayor,78580,10620
Vetusta Morla,Autocritica,91472,10163
Vetusta Morla,Veneno,51315,9900
Vetusta Morla,Te lo Digo a Ti,69580,9679
Vetusta Morla,Deséame Suerte,67629,9593
Vetusta Morla,Pirómanos,66678,9104
Vetusta Morla,La Grieta,60421,8931
Vetusta Morla,Tour de Francia,60853,8682
Vetusta Morla,Puntos Suspensivos,53163,8095
Leiva,Terriblemente Cruel,206466,30763
Leiva,Como Si Fueras a Morir Mañana,169136,20773
Leiva,No Te Preocupes por Mi,99992,12996
Leiva,Sincericidio,83554,12904
Leiva,La Llamada,78623,12382
Leiva,Diazepam,49792,10628
Leiva,Flecha,66052,10394
Leiva,Premio de Consolación,56901,8054
Leiva,Caída Libre (feat. Robe),60719,7469
Leiva,Superpoderes,46828,7397
Leiva,Eme,35530,6942
Leiva,Breaking Bad,46855,6880
Leiva,Peligrosamente Dark (feat. Silvana Estrada),32481,6561
Leiva,La Lluvia en los Zapatos,41858,6276
Leiva,Histéricos,39523,6275
Leiva,Godzilla (feat. Enrique Bunbury & Ximena Sariñana),38465,6054
Leiva,Afuera en la Ciudad,31918,5918
Leiva,Los Cantantes,28077,5573
Leiva,Nuclear,33263,5326
Leiva,Anticiclón,26606,5299
Leiva,Bajo Presión,45318,5262
Leiva,Stranger Things,29174,5193
Leiva,Lobos,33852,5099
Leiva,El Polvo de los Días Raros,48446,4802
Leiva,Polvora,23985,4781
Leiva,Mirada Perdida,23834,4781
Leiva,Ciencia Ficcion,24064,4501
Leiva,Gigante,32714,4353
Leiva,Nunca Debiste Cruzar el Mississippi,28637,4249
Leiva,Electricidad,26800,4211
Leiva,Monstruos,25245,4204
Leiva,Vis a Vis,25369,4176
Leiva,Jaula de Oro,22395,4105
Leiva,Palomas,20270,4101
Leiva,Cuarenta Mil,23936,3787
Leiva,Sashimi,31533,3754
Leiva,Iceberg,23214,3717
Leiva,Infinitos,21167,3686
Leiva,Vertigo,16809,3602
Leiva,Cerca,16762,3596
Leiva,Ángulo Muerto,26827,3593
Leiva,Partido a Partido,17690,3538
Leiva,Solaris,16761,3486
Leiva,Francesita,19064,3480
Leiva,Del Hueso una Flor,16689,3478
Leiva,Hermosa Taquicardia,16405,3357
Leiva,Mi Pequeño Chernóbil,18118,3235
Leiva,Guerra Mundial,17605,3061
Leiva,Cuando te muerdes el labio,17262,3008
Leiva,Mi Mejor Version,12599,2850
Bad Bunny,DtMF,17020146,1303192
Bad Bunny,NUEVAYoL,13130933,1033158
Bad Bunny,Tití Me Preguntó,12879259,1005683
Bad Bunny,BAILE INoLVIDABLE,13549627,946293
Bad Bunny,EoO,10363170,805072
Bad Bunny,VOY A LLeVARTE PA PR,9750101,765843
Bad Bunny,Me Porto Bonito,9867182,721478
Bad Bunny,Moscow Mule,9244155,620669
Bad Bunny,DÁKITI,8101037,608532
Bad Bunny,VeLDÁ,6967027,572053
Bad Bunny,MONACO,5597587,531589
Bad Bunny,Ojitos Lindos,7809031,525596
Bad Bunny,Otro Atardecer,6868968,525420
Bad Bunny,WELTiTA,4941994,523675
Bad Bunny,Callaita,5855196,503293
Bad Bunny,KLOuFRENS,5332537,496327
Bad Bunny,PERFuMITO NUEVO,4528475,494946
Bad Bunny,EL CLúB,4756283,489423
Bad Bunny,Efecto,6795047,485060
Bad Bunny,Neverita,6264195,461621
Bad Bunny,Yo Perreo Sola,3966589,445605
Bad Bunny,LA MuDANZA,3544130,444322
Bad Bunny,Yonaguni,5706218,438264
Bad Bunny,CAFé CON RON,3453756,437923
Bad Bunny,PERRO NEGRO,5299634,424919
Bad Bunny,KETU TeCRÉ,3723778,421154
Bad Bunny,WHERE SHE GOES,5428251,418651
Bad Bunny,TURiSTA,3674855,416634
Bad Bunny,BOKeTE,3601634,416278
Bad Bunny,Party,4970273,407863
Bad Bunny,PIToRRO DE COCO,3217901,400849
Bad Bunny,Safaera,4529592,395556
Bad Bunny,Después de la Playa,4541551,394319
Bad Bunny,LO QUE LE PASÓ A HAWAii,2899553,394188
Bad Bunny,LA NOCHE DE ANOCHE,3690085,386907
Bad Bunny,Tarot,5386996,379336
Bad Bunny,Si Veo a Tu Mamá,4362720,355410
Bad Bunny,Yo No Soy Celoso,3881014,354986
Bad Bunny,MIA,2267533,346339
Bad Bunny,La Santa,4765032,344725
Bad Bunny,MIA (feat. Drake),2700477,341420
Bad Bunny,El Apagón,3378850,341201
Bad Bunny,Vete,3792959,328590
Bad Bunny,Un Ratito,3643207,326801
Bad Bunny,Diles,2772216,311282
Bad Bunny,Un Coco,4015949,307447
Bad Bunny,La Corriente,3493227,299489
Bad Bunny,La Romana,2875647,282406
Bad Bunny,Enséñame a Bailar,3103237,281893
Bad Bunny,La Difícil,3046793,280213
Enrique Bunbury,Lady Blue,202215,33319
Enrique Bunbury,Infinito,125124,23519
Enrique Bunbury,El extranjero,91469,21486
Enrique Bunbury,Sácame De Aquí,95227,21080
Enrique Bunbury,Sí,116306,19635
Enrique Bunbury,El Jinete,80028,18930
Enrique Bunbury,El Rescate,99116,18049
Enrique Bunbury,De mayor,68922,16626
Enrique Bunbury,Que Tengas Suertecita,72870,16544
Enrique Bunbury,Los Restos Del Naufragio,62645,15404
Enrique Bunbury,El viento a favor,65842,14204
Enrique Bunbury,Frente a frente,112296,12357
Enrique Bunbury,Polen,27624,12083
Enrique Bunbury,Hay Muy Poca Gente,66534,10549
Enrique Bunbury,Porque Las Cosas Cambian,63780,10292
Enrique Bunbury,Una Canción Triste,48486,10164
Enrique Bunbury,Anidando Liendres,49681,10116
Enrique Bunbury,El Club De Los Imposibles,60629,10069
Enrique Bunbury,Alicia (Expulsada Al País De Las Maravillas),31963,9321
Enrique Bunbury,Contar contigo,44637,9119
Enrique Bunbury,Apuesta Por El Rocanrol,40820,8880
Enrique Bunbury,Si,37077,8623
Enrique Bunbury,Aunque no sea conmigo,64568,8446
Enrique Bunbury,Lo Que Queda Por Vivir,34667,8130
Enrique Bunbury,Enganchado a ti,34291,7991
Enrique Bunbury,Alicia,51110,7739
Enrique Bunbury,Doscientos Huesos Y Un Collar De Calaveras,44317,7715
Enrique Bunbury,La Señorita Hermafrodita,35675,7365
Enrique Bunbury,...Y Al Final,46769,7303
Enrique Bunbury,Irremediablemente Cotidiano,41454,7295
Enrique Bunbury,Que No Sepa Tu Mano Izquierda Lo Que Hace La Derecha,29413,7116
Enrique Bunbury,Confesión,24821,7054
Enrique Bunbury,Si No Fuera Por Ti,33634,7024
Enrique Bunbury,Sacame de aqui,22977,6943
Enrique Bunbury,Demasiado tarde,23464,6516
Enrique Bunbury,Puta desagradecida,26774,6233
Enrique Bunbury,San Cosme Y San Damián,30896,6186
Enrique Bunbury,Todos Lo Haremos Mejor En El Futuro,28516,6186
Enrique Bunbury,No Me Llames Cariño,23093,5757
Enrique Bunbury,Enganchado A Tí,29168,5637
Enrique Bunbury,Canto (El mismo dolor),36792,5578
Enrique Bunbury,Carmen Jones,21714,5524
Enrique Bunbury,Lejos de la tristeza,19739,5330
Enrique Bunbury,El Anzuelo,21441,5190
Enrique Bunbury,Voces De Tango,22695,5158
Enrique Bunbury,De Todo El Mundo,42098,5106
Enrique Bunbury,Salomé,27141,5062
Enrique Bunbury,Ciudad de bajas pasiones,24544,5011
Enrique Bunbury,Hermosos y malditos,24061,4941
Enrique Bunbury,Palo De Mayo,18756,4793
Marea,La luna me sabe a poco,263925,34186
Marea,Trasegando,176622,30626
Marea,Que se joda el viento,224319,25087
Marea,La Rueca,169076,24669
Marea,El perro verde,170280,23596
Marea,Marea,109947,23035
Marea,En tu agujero,150829,21672
Marea,No Quiero Ser Un Poeta,77109,21080
Marea,Lija Y Terciopelo,73441,19115
Marea,El hijo de la Inés,104190,16975
Marea,Despellejo,57640,16280
Marea,Los mismos clavos,113009,16037
Marea,A La Mierda Primavera,97743,15933
Marea,Como El Viento De Poniente,92298,15778
Marea,Duerme conmigo,98562,15114
Marea,Ciudad de los gitanos,80000,15023
Marea,Manuela Canta saetas,75628,13331
Marea,Corazón de mimbre,80965,13299
Marea,A caballo,75378,13154
Marea,Como Quiere Tu Abuelita,44128,12978
Marea,El rastro,75319,12685
Marea,Corazon de mimbre,88603,12501
Marea,Venas Con Humo Y Palabras,64078,11353
Marea,Como los trileros,76117,11342
Marea,Con la camisa rota,60544,11026
Marea,Alfileres,54927,10869
Marea,CORAZÓN DE MIMBRE,65335,10614
Marea,Pan Duro,52019,10568
Marea,Romance de Jose Etxailarena,58821,10076
Marea,Mierda y cuchara,72601,9941
Marea,Aceitunero,57349,9702
Marea,El trapecio,58116,9530
Marea,Barniz,54939,9354
Marea,Latido jondo,44164,9258
Marea,Dos alpargatas,42941,9139
Marea,Me Estoy Quedando Solo,41226,9072
Marea,Amor temporero,54638,8753
Marea,Al culo de una lombriz,35886,8228
Marea,Bienvenido al secadero,46135,8172
Marea,Mil quilates,59382,8098
Marea,Entre hormigones,58137,8077
Marea,Si viene la pestañi,19909,7759
Marea,Quejios,20111,7429
Marea,Incandescente,38255,7015
Marea,Me corten la lengua,45875,6971
Marea,Por cuatro perras,45512,6948
Marea,Romance de José Etxailarena,44817,6689
Marea,Ya Lo Dijo El Camaron,15616,6270
Marea,La hora de las moscas,37754,6044
Marea,Prima tristeza,31467,6018
Joaquín Sabina,Y nos dieron las diez,199898,45926
Joaquín Sabina,Contigo,207980,44141
Joaquín Sabina,19 dias y 500 noches,248331,41841
Joaquín Sabina,Y sin embargo,193599,29678
Joaquín Sabina,La del pirata cojo,109449,25551
Joaquín Sabina,Nos sobran los motivos,93550,24343
Joaquín Sabina,Por el bulevar de los sueños rotos,119656,23146
Joaquín Sabina,Peces de ciudad,100863,20567
Joaquín Sabina,Peor para el sol,87374,20491
Joaquín Sabina,Que se llama soledad,67141,19467
Joaquín Sabina,Medias negras,76482,18841
Joaquín Sabina,Conductores suicidas,64215,17360
Joaquín Sabina,Tan joven y tan viejo,67095,17247
Joaquín Sabina,A la orilla de la chimenea,78686,16504
Joaquín Sabina,Con la frente marchita,77798,16249
Joaquín Sabina,Pongamos Que Hablo De Madrid,70576,16194
Joaquín Sabina,Pacto entre caballeros,82750,15696
Joaquín Sabina,19 días y 500 noches,76595,15100
Joaquín Sabina,Calle Melancolía,58813,14614
Joaquín Sabina,Ruido,74957,14369
Joaquín Sabina,Calle Melancolia,60976,14234
Joaquín Sabina,Amor se llama el juego,62920,13813
Joaquín Sabina,Donde Habita el Olvido,72973,13802
Joaquín Sabina,Pastillas para no soñar,64121,13453
Joaquín Sabina,A Mis Cuarenta y Diez,46671,12966
Joaquín Sabina,Quién me ha robado el mes de abril,66181,12583
Joaquín Sabina,Yo me bajo en Atocha,44927,12418
Joaquín Sabina,"Para Aute: Pasaba por Aquí (feat. Abel Pintos, Carlos Rivera, Dani Martin, Estopa, Ismael Serrano, Jorge Drexler, Pedro Guerra, Silvio Rodríguez, Vanesa Martin & Xoel López)",37770,12384
Joaquín Sabina,El caso de la rubia platino,50234,12281
Joaquín Sabina,La canción más hermosa del mundo,67935,11801
Joaquín Sabina,Dieguitos y Mafaldas,59170,11687
Joaquín Sabina,Ahora que...,45468,11280
Joaquín Sabina,El rocanrol de los idiotas,51419,11136
Joaquín Sabina,Y si amanece por fin,52797,11038
Joaquín Sabina,Siete crisantemos,45751,10809
Joaquín Sabina,Noches de boda,37025,10457
Joaquín Sabina,Princesa,51804,10359
Joaquín Sabina,Resumiendo,37518,10026
Joaquín Sabina,Esta noche contigo,40230,9763
Joaquín Sabina,19 Dias y 500 Noches - En Directo,44253,9597
Joaquín Sabina,Una canción para la Magdalena,48282,9579
Joaquín Sabina,Postal de La Habana,25703,9481
Joaquín Sabina,La Cancion Mas Hermosa Del Mundo,36505,9285
Joaquín Sabina,Barbi Superestar,34194,9271
Joaquín Sabina,Cerrado Por Derribo,46919,9267
Joaquín Sabina,Eclipse de mar,37520,8998
Joaquín Sabina,Rosa de Lima,33233,8845
Joaquín Sabina,Lo Niego Todo,47169,8836
Joaquín Sabina,Arenas movedizas,29586,8687
Joaquín Sabina,Es mentira,29193,8680
Rosalía,DESPECHÁ,8845670,652582
Rosalía,SAOKO,11803731,608352
Rosalía,BIZCOCHITO,8260916,598532
Rosalía,LA FAMA,5100180,541419
Rosalía,Berghain,6439599,522143
Rosalía,Con Altura,5099619,455728
Rosalía,MALAMENTE - Cap.1: Augurio,5349965,445003
Rosalía,TKN (feat. Travis Scott),4108093,425565
Rosalía,CHICKEN TERIYAKI,5709187,421631
Rosalía,CANDY,6451565,418847
Rosalía,La Perla,4617530,415095
Rosalía,BESO,4214679,414918
Rosalía,MOTOMAMI,5549384,408543
Rosalía,"Sexo, Violencia y Llantas",3193868,385799
Rosalía,Reliquia,3896139,383620
Rosalía,"Yo x Ti, Tu x Mi",3081916,358866
Rosalía,HENTAI,4829126,345900
Rosalía,Divinize,3040274,341984
Rosalía,Porcelana,2749175,320775
Rosalía,DIABLO,4979407,320465
Rosalía,LA COMBI VERSACE,3914143,317850
Rosalía,BULERÍAS,2949714,304906
Rosalía,Dios Es Un Stalker,3245315,300967
Rosalía,PIENSO EN TU MIRÁ - Cap.3: Celos,3714803,300120
Rosalía,Mio Cristo Piange Diamanti,2449137,298946
Rosalía,CUUUUuuuuuute,3631614,291672
Rosalía,De Madrugá,2497123,291183
Rosalía,G3 N15,2748797,290805
Rosalía,DELIRIO DE GRANDEZA,3210642,288575
Rosalía,Mundo Nuevo,1964165,281758
Rosalía,La Yugular,2971063,278981
Rosalía,Sauvignon Blanc,2400802,273149
Rosalía,COMO UN G,3275277,271177
Rosalía,LA FAMA (with The Weeknd),2992592,258253
Rosalía,Abcdefg,1877247,253677
Rosalía,Magnolias,2159268,249319
Rosalía,LLYLM,2981414,245755
Rosalía,SAKURA,1972797,241599
Rosalía,La Rumba Del Perdón,1913570,236079
Rosalía,BAGDAD - Cap.7: Liturgia,2234792,232560
Rosalía,Memória,1578569,227748
Rosalía,DI MI NOMBRE - Cap.8: Éxtasis,2218080,227601
Rosalía,A Palé,2060154,207353
Rosalía,QUE NO SALGA LA LUNA - Cap.2: Boda,1506302,194745
Rosalía,Aute Cuture,2267310,180279
Rosalía,VAMPIROS,2260563,176271
Rosalía,DE AQUÍ NO SALES - Cap.4: Disputa,1380075,173038
Rosalía,Catalina,769122,162950
Rosalía,A NINGÚN HOMBRE - Cap.11: Poder,1114500,157124
Rosalía,TUYA,1369122,152823
Queen,Bohemian Rhapsody,16286216,2233151
Queen,Bohemian Rhapsody - Remastered 2011,13465727,1705099
Queen,Don't Stop Me Now - Remastered 2011,13753825,1639599
Queen,Another One Bites The Dust - Remastered 2011,11026800,1497559
Queen,Another One Bites the Dust,8712387,1397846
Queen,Under Pressure - Remastered 2011,11681502,1396004
Queen,Don't Stop Me Now,10010482,1336818
Queen,Killer Queen - Remastered 2011,10704806,1273373
Queen,We Will Rock You,7509286,1273086
Queen,Killer Queen,8458693,1253857
Queen,I Want to Break Free,7074336,1171619
Queen,We Are the Champions,6175464,1085892
Queen,Under Pressure,6987135,1077589
Queen,Somebody to Love,6561327,1044950
Queen,Crazy Little Thing Called Love,5627307,946040
Queen,Somebody To Love - Remastered 2011,6354095,941943
Queen,The Show Must Go On,5922004,875939
Queen,Crazy Little Thing Called Love - Remastered 2011,5492440,869260
Queen,We Will Rock You - Remastered 2011,4269445,842443
Queen,Good Old-Fashioned Lover Boy - Remastered 2011,8641291,820573
Queen,You're My Best Friend,4069634,770803
Queen,We Are The Champions - Remastered 2011,3998950,761234
Queen,Fat Bottomed Girls,4146500,736712
Queen,Radio Ga Ga,3941689,688136
Queen,Radio Ga Ga - Remastered 2011,3820211,653100
Queen,Bicycle Race,3375186,642721
Queen,Love Of My Life - Remastered 2011,4220167,623279
Queen,Who Wants to Live Forever,3260733,595273
Queen,You're My Best Friend - Remastered 2011,3085528,576941
Queen,I Want It All,3402606,572876
Queen,A Kind of Magic,3241529,565516
Queen,I Want To Break Free - Remastered 2011,2750627,521003
Queen,Seven Seas of Rhye,2614467,506806
Queen,Save Me,2431067,492424
Queen,I Want To Break Free - Single Remix,2583533,488566
Queen,Play the Game,2195884,470853
Queen,Cool Cat - Remastered 2011,3173855,466635
Queen,Now I'm Here,2109904,453377
Queen,One Vision,2203617,423753
Queen,Thank God It's Christmas,1368684,419111
Queen,Love of My Life,2470664,393568
Queen,Innuendo,2048851,383105
Queen,The Show Must Go On - Remastered 2011,2239252,380657
Queen,A Kind Of Magic - Remastered 2011,1873994,374011
Queen,Hammer to Fall,1932411,372667
Queen,Friends Will Be Friends,1899397,366989
Queen,Flash,1532871,362002
Queen,Good Old-Fashioned Lover Boy,1784550,328624
Queen,Headlong,1539476,324578
Queen,It's a Hard Life,1454390,310237
The Lumineers,Ho Hey,15409071,1649954
The Lumineers,Ophelia,12088461,1114140
The Lumineers,Stubborn Love,7065222,808719
The Lumineers,Flowers in Your Hair,5613902,737975
The Lumineers,Sleep on the Floor,5130051,530317
The Lumineers,Cleopatra,5373483,500625
The Lumineers,Slow It Down,2283392,391007
The Lumineers,Dead Sea,2245728,370792
The Lumineers,Submarines,1658516,308332
The Lumineers,Angela,2269720,292758
The Lumineers,Classy Girls,1503694,291711
The Lumineers,Charlie Boy,1465793,278514
The Lumineers,Big Parade,1551928,273206
The Lumineers,Flapper Girl,1242254,238155
The Lumineers,Morning Song,935527,206660
The Lumineers,Gloria,1393616,202623
The Lumineers,Gale Song,1435513,194771
The Lumineers,Where The Skies Are Blue,1128206,166341
The Lumineers,Salt and the Sea,986786,147218
The Lumineers,Long Way from Home,878061,142651
The Lumineers,Patience,900399,136653
The Lumineers,WHERE WE ARE,695040,127830
The Lumineers,My Eyes,810258,121147
The Lumineers,Nobody Knows,665280,117215
The Lumineers,Gun Song,736433,115601
The Lumineers,BRIGHTSIDE,751032,114073
The Lumineers,Donna,820324,109528
The Lumineers,Life in the City,758446,108632
The Lumineers,In the Light,633087,108089
The Lumineers,A.M. RADIO,740093,106595
The Lumineers,Same Old Song,510280,96389
The Lumineers,Walls,501695,91459
The Lumineers,Leader of the Landslide,665290,88178
The Lumineers,It Wasn't Easy to Be Happy for You,534578,87851
The Lumineers,Sick in the Head,439373,85804
The Lumineers,Scotland,455477,83066
The Lumineers,Asshole,323441,70260
The Lumineers,White Lie,405569,69989
The Lumineers,BIG SHOT,350357,65379
The Lumineers,You're All I Got,280855,64648
The Lumineers,This Must be the Place (Naïve Melody),215783,57475
The Lumineers,Elouise,237872,56156
The Lumineers,April,290461,54641
The Lumineers,Left for Denver,302140,54486
The Lumineers,Ain't Nobody's Problem,236426,53387
The Lumineers,Have You Ever Seen The Rain - Recorded at Electric Lady Studios NYC,214409,52757
The Lumineers,REPRISE,240548,49043
The Lumineers,just like heaven,210040,45436
The Lumineers,NEVER REALLY MINE,232982,43863
The Lumineers,My Cell,241926,43386
Foo Fighters,Everlong,46452636,3120584
Foo Fighters,The Pretender,22812775,2204074
Foo Fighters,My Hero,15170225,1817437
Foo Fighters,Best of You,14541215,1756896
Foo Fighters,Learn to Fly,13576260,1754190
Foo Fighters,All My Life,11266643,1476953
Foo Fighters,Monkey Wrench,9406502,1314287
Foo Fighters,Times Like These,8612311,1226875
Foo Fighters,Big Me,5260624,881883
Foo Fighters,Long Road to Ruin,5447181,792739
Foo Fighters,Walk,6426396,739926
Foo Fighters,Breakout,4447368,734506
Foo Fighters,Doll,3431515,706317
Foo Fighters,This Is a Call,3430992,661801
Foo Fighters,Let It Die,4262223,632266
Foo Fighters,Walking After You,3620460,626047
Foo Fighters,DOA,3607535,583746
Foo Fighters,Rope,4428565,571568
Foo Fighters,These Days,3792242,516730
Foo Fighters,"Hey, Johnny Park!",2884026,513815
Foo Fighters,I'll Stick Around,2819227,513740
Foo Fighters,Everlong - acoustic version,3206020,485301
Foo Fighters,No Way Back,2708399,473728
Foo Fighters,February Stars,2423484,473011
Foo Fighters,Stranger Things Have Happened,3050733,469513
Foo Fighters,Up in Arms,2199662,452812
Foo Fighters,Come Alive,2605386,449378
Foo Fighters,Wheels,3126429,443940
Foo Fighters,Bridge Burning,3251331,432278
Foo Fighters,My Poor Brain,1919217,430700
Foo Fighters,Wind Up,1991966,430338
Foo Fighters,Next Year,2238140,428404
Foo Fighters,See You,1901908,427074
Foo Fighters,Enough Space,1793434,420449
Foo Fighters,Low,2163081,416056
Foo Fighters,Stacked Actors,2315664,408697
Foo Fighters,Arlandria,3289457,403432
Foo Fighters,Generator,2350613,401278
Foo Fighters,Home,2012759,384485
Foo Fighters,Aurora,2133087,382258
Foo Fighters,Dear Rosemary,2802227,373891
Foo Fighters,Summer's End,1911523,368934
Foo Fighters,New Way Home,1566941,359179
Foo Fighters,Friend of a Friend,1747463,356536
Foo Fighters,In Your Honor,1792185,347404
Foo Fighters,Statues,1721415,344955
Foo Fighters,Another Round,1695032,341330
Foo Fighters,Razor,1700627,340797
Foo Fighters,Cold Day in the Sun,1855602,338536
Foo Fighters,White Limo,2347526,338386
Muse,Supermassive Black Hole,35844409,2926075
Muse,Starlight,22845656,2145020
Muse,Hysteria,24072907,2101579
Muse,Time Is Running Out,19348863,1867616
Muse,Uprising,18089435,1733140
Muse,Knights of Cydonia,15900679,1586555
Muse,Plug In Baby,14388489,1400391
Muse,Stockholm Syndrome,11097278,1206309
Muse,Feeling Good,9649891,1129451
Muse,Undisclosed Desires,12685400,1086788
Muse,Map of the Problematique,11081849,1044817
Muse,New Born,9499374,1016813
Muse,Sing for Absolution,7370400,977569
Muse,Bliss,8623259,932770
Muse,Apocalypse Please,6454188,875943
